src,IRI,placeMention,lat,long,placeName
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1344555,pont de Neuilly,2.2598917246563,48.884509379614,Pont de Neuilly
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q170507,Nanterre,2.2036111111111,48.890555555556,Nanterre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q587372,rue de Longchamp,2.28221,48.8659,rue de Longchamp
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q170507,Nanterre,2.2036111111111,48.890555555556,Nanterre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q44401,Cayenne,-52.335,4.9386111111111,Cayenne
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q42810,Havre,0.10805555555556,49.494166666667,Le Havre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q30974,Rouen,1.1025,49.443055555556,Rouen
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q30974,Rouen,1.1025,49.443055555556,Rouen
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q236736,Vernon,1.485,49.091666666667,Vernon
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q189715,Courbevoie,2.2522222222222,48.897222222222,Courbevoie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1344555,pont de Neuilly,2.2598917246563,48.884509379614,Pont de Neuilly
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,rue Montorgueil,2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,rue du Pont-Neuf,2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1471,Seine,0.1175,49.434722222222,Seine
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449238,rue Montmartre,2.3439,48.8676,rue Montmartre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,"rue
Montorgueil",2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,rue Montorgueil,2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1027566,boulevard Montmartre,2.341389,48.871667,boulevard Montmartre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3450361,rue Vivienne,2.33974,48.8684,rue Vivienne
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,rue Montorgueil,2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Les Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3448182,rue Grenéta,2.35072,48.8652,rue Greneta
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451461,rue de la Lingerie,2.34652,48.8604,rue de la Lingerie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3078143,fort de Bicêtre,2.35498,48.80558,Fort de Bicêtre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q2307722,pont d'Austerlitz,2.366111,48.845,Pont d'Austerlitz
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3098218, gare du Havre,0.12527777777778,49.492777777778,Gare du Havre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3450361,rue Vivienne,2.33974,48.8684,rue Vivienne
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q42810,Havre,0.10805555555556,49.494166666667,Le Havre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,rue du Pont-Neuf,2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Les Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,rue Montorgueil,2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,"rue
Rambuteau",2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449198,rue de Mondétour,2.34792,48.8627,rue Mondétour
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3593358,Charentonneau,2.4375,48.8161,île de Charentonneau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q41983,Marne,2.4111111111111,48.815833333333,Marne
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,les Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,"rue
Rambuteau",2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3447128,rue Berger,2.34605,48.8614,rue Berger
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451398,rue de la Cossonnerie,2.3488,48.8614,rue de la Cossonnerie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q895080,boulevard Sébastopol,2.35138889,48.86444444,boulevard de Sébastopol
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451857,"rue des
Halles",2.34672,48.8598,rue des Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,"rue
Rambuteau",2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,rue du Pont-Neuf,2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,rue Montorgueil,2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449238,rue Montmartre,2.3439,48.8676,rue Montmartre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,rue du Pont-Neuf,2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3149352,impasse des Bourdonnais,2.34524,48.8605,impasse des Bourdonnais
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q2873932,avenue de Neuilly,2.28033,48.87855,avenue de Neuilly
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449238,rue Montmartre,2.3439,48.8676,rue Montmartre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449239,"rue
Montorgueil",2.3468611111111,48.864944444444,rue Montorgueil
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451106,rue Turbigo,2.35493,48.8652,rue de Turbigo
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449531,rue Pierre-Lescot,2.34889,48.8633,rue Pierre-Lescot
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q895080,boulevard Sébastopol,2.35138889,48.86444444,boulevard de Sébastopol
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q2174628,rue Saint-Denis,2.35,48.86416667,rue Saint-Denis
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Les Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451398,"rue de la
Cossonnerie",2.3488,48.8614,rue de la Cossonnerie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3447128,rue Berger,2.34605,48.8614,rue Berger
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451419,"rue de la
Ferronnerie",2.347747,48.860238,rue de la Ferronnerie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451857,rue des Halles,2.34672,48.8598,rue des Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q141747,rue de Rivoli,2.3536722222222,48.856916666667,rue de Rivoli
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1469337,"place de
l'Hôtel-de-Ville",2.3513888888889,48.856666666667,place de l'Hôtel-de-Ville - Esplanade de la Libération
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,Rue du Pont-Neuf,2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1787799,rue Saint-Honoré,2.3322222222222,48.864722222222,Rue Saint-Honoré
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3450270,rue Vauvilliers,2.3433,48.8617,rue Vauvilliers
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,"les
Halles",2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3452520,"rue du
Pont-Neuf",2.34381,48.8597,rue du Pont-Neuf
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,les Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451106,rue Turbigo,2.35493,48.8652,rue de Turbigo
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,"rue
Pirouette",2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q142,France,2,47,France
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449673,rue Rambuteau,2.351447,48.861682,rue Rambuteau
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1338207,Saint-Eustache,2.345,48.863333333333,Church of Saint Eustace
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q210229,le Vigan,3.6055555555556,43.992222222222,Le Vigan
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q12515,Gard,4.0816666666667,44.128055555556,Gard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q691278,Yvetot,0.75305555555556,49.616944444444,Yvetot
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q210229,Vigan,3.6055555555556,43.992222222222,Le Vigan
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q210229,Vigan,3.6055555555556,43.992222222222,Le Vigan
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1356926,rue Saint-Jacques,2.3433333333333,48.846666666667,"Rue Saint-Jacques, Paris"
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3451250,"rue de
l'Estrapade",2.34684,48.8447,rue de l'Estrapade
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1356926,rue Saint-Jacques,2.3433333333333,48.846666666667,"Rue Saint-Jacques, Paris"
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q913434,Halles,2.3444444444444,48.862777777778,Les Halles
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q1356926,"rue
Saint-Jacques",2.3433333333333,48.846666666667,"Rue Saint-Jacques, Paris"
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q13402,barrière d'Italie,2.35556,48.83142,Barrière d'Italie
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q2112543,quartier Mouffetard,2.349722,48.841944,rue Mouffetard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q90,Paris,2.3518277777778,48.856577777778,Paris
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3078143,casemate de Bicêtre,2.35498,48.80558,Fort de Bicêtre
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q746647,cimetière Montmartre,2.3302777777778,48.887777777778,Montmartre Cemetery
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q15217751,Bicêtre,2.35398,48.8101,Bicêtre Hospital
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q44401,Cayenne,-52.335,4.9386111111111,Cayenne
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449800,rue Royer-Collard,2.34193,48.8457,rue Royer-Collard
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3447583,rue Cuvier,2.35798,48.8453,rue Cuvier
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q730948,Jardin des Plantes,2.3597222222222,48.843888888889,Jardin des plantes
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3391723,Plassans,-,-,Plassans
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3447583,rue Cuvier,2.35798,48.8453,rue Cuvier
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3449570,rue Pirouette,2.34717,48.8618,rue Pirouette
le-ventre-de-paris_1.wikidata.tei-gold.xml,http://www.wikidata.org/entity/Q3391723,Plassans,-,-,Plassans
